アニメタイトル,プラットフォーム,配信開始日時,制作会社,URL
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）,DMM TV,2025-08-16 01:30:00,studio MOTHER,https://www.watanare-anime.com/
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）,FOD,2025-07-10 01:30:00,studio MOTHER,https://www.watanare-anime.com/
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）,Lemino,2025-07-07 01:30:00,studio MOTHER,https://www.watanare-anime.com/
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）,Prime Video,2025-07-10 01:30:00,studio MOTHER,https://www.watanare-anime.com/
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）,U-NEXT,2025-07-10 01:30:00,studio MOTHER,https://www.watanare-anime.com/
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）,dアニメストア,2025-07-07 01:30:00,studio MOTHER,https://www.watanare-anime.com/
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）,アニメタイムズ,2025-07-07 01:30:00,studio MOTHER,https://www.watanare-anime.com/
渡くんの××が崩壊寸前,FOD,2025-07-05 01:30:00,ステイプルエンタテインメント,https://watarikunxx-anime.com/
渡くんの××が崩壊寸前,Prime Video,2025-07-05 01:30:00,ステイプルエンタテインメント,https://watarikunxx-anime.com/
転生したら第七王子だったので、気ままに魔術を極めます 第2期,ABEMA,2025-07-10 00:30:00,つむぎ秋田アニメLab,https://dainanaoji.com/
転生したら第七王子だったので、気ままに魔術を極めます 第2期,FOD,2025-07-13 00:30:00,つむぎ秋田アニメLab,https://dainanaoji.com/
転生したら第七王子だったので、気ままに魔術を極めます 第2期,Lemino,2025-07-13 00:30:00,つむぎ秋田アニメLab,https://dainanaoji.com/
転生したら第七王子だったので、気ままに魔術を極めます 第2期,U-NEXT,2025-07-13 00:30:00,つむぎ秋田アニメLab,https://dainanaoji.com/
転生したら第七王子だったので、気ままに魔術を極めます 第2期,dアニメストア,2025-07-10 00:30:00,つむぎ秋田アニメLab,https://dainanaoji.com/
ホテル・インヒューマンズ,DMM TV,2025-07-07 00:15:00,ブリッジ,https://hotel-inhumans.com/
ホテル・インヒューマンズ,U-NEXT,2025-07-07 00:15:00,ブリッジ,https://hotel-inhumans.com/
ホテル・インヒューマンズ,dアニメストア,2025-07-07 01:23:00,ブリッジ,https://hotel-inhumans.com/
自動販売機に生まれ変わった俺は迷宮を彷徨う 2nd season,dアニメストア,2025-07-02 17:30:00,Studio五組,https://jihanki-anime.com/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,ABEMA,2025-07-03 12:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,DMM TV,2025-07-03 12:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,FOD,2025-07-03 12:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,Hulu,2025-07-04 00:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,Lemino,2025-07-04 00:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,Prime Video,2025-07-03 12:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,U-NEXT,2025-07-04 00:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
転生宗主の覇道譚 ～すべてを呑み込むサカナと這い上がる～,dアニメストア,2025-07-03 12:00:00,大火鳥文化,https://b8station.tv/tenseisoushu/
デキちゃうまで婚,AnimeFesta,2025-07-07 00:00:00,スタジオレオ,https://dekichaumade-kon.af-original.com/
デキちゃうまで婚,DMM TV,2025-07-07 01:00:00,スタジオレオ,https://dekichaumade-kon.af-original.com/
